款号,颜色,中类,季节,季节策略,销售数,销售金额,库存,周均销量,库存周数,建议补货量,建议动作,补货原则,主销尺码,进货提醒,控折扣原则,预算建议,进货顺序
TMX1W30569,款色,儿童袜,夏,下一季试补,37.0,689.35,7.0,37.0,0.1891891891891892,141.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90899Z,粉色,家居服,夏,下一季试补,6.0,688.11,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1B90842A,粉色,少女文胸,夏,下一季试补,12.0,687.04,0.0,12.0,0.0,48.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1K60605X,灰绿色,裤类,夏,下一季试补,7.0,686.87,0.0,7.0,0.0,28.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90872Z,款色,家居服,夏,下一季试补,4.0,684.47,2.0,4.0,0.5,14.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30807,款色,儿童袜,夏,下一季试补,12.0,677.73,-2.0,12.0,-0.16666666666666666,50.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TOC1Y81051,款色,亲子家居,春,当季主推,3.0,675.76,4.0,3.0,1.3333333333333333,8.0,优先补货,按周销快返,130/M、120/S、110/XS,按近几周动销做小单多次补货,维持正常折扣，先做场景推荐和组合带量,预算以小单快返为主，观察一周后再决定是否放量,先补主销尺码，再补相邻尺码，边缘款继续观察
TNX1T20174X,米黄色,衣类,夏,下一季试补,10.0,669.63,0.0,10.0,0.0,40.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B80821X,款色,衣类,夏,下一季试补,7.0,662.32,-1.0,7.0,-0.14285714285714285,29.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX3W30775,款色,儿童袜,夏,下一季试补,19.0,661.63,0.0,19.0,0.0,76.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20180X,绿色,衣类,夏,下一季试补,10.0,658.4,-1.0,10.0,-0.1,41.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX1Y80866D,款色,家居服,夏,下一季试补,4.0,646.23,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1B90842A,米色,少女文胸,夏,下一季试补,11.0,644.95,0.0,11.0,0.0,44.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80852X,款色,家居服,夏,下一季试补,4.0,642.22,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20185X,白色,衣类,夏,下一季试补,12.0,638.63,0.0,12.0,0.0,48.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90863Z,米白色,家居服,夏,下一季试补,3.0,631.3,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90902D,粉色,家居服,夏,下一季试补,4.0,630.7,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX3W30768,款色,儿童袜,夏,下一季试补,19.0,628.93,0.0,19.0,0.0,76.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90902X,粉色,家居服,夏,下一季试补,5.0,625.05,0.0,5.0,0.0,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30810,款色,儿童袜,夏,下一季试补,12.0,618.93,0.0,12.0,0.0,48.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80866Z,款色,家居服,夏,下一季试补,4.0,618.47,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30811,款色,儿童袜,夏,下一季试补,12.0,615.74,0.0,12.0,0.0,48.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1W30749,款色,儿童袜,夏,下一季试补,55.0,614.87,2.0,55.0,0.03636363636363636,218.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y80829Z,蓝灰色,家居服,春,当季主推,3.0,612.8,0.0,3.0,0.0,12.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX5W30831,款色,儿童袜,夏,下一季试补,12.0,608.81,0.0,12.0,0.0,48.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90875Z,款色,家居服,夏,下一季试补,3.0,606.72,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20192Z,白色,衣类,夏,下一季试补,5.0,602.23,0.0,5.0,0.0,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20186X,紫咖条,衣类,夏,下一季试补,11.0,600.88,-1.0,11.0,-0.09090909090909091,45.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX5W30814,款色,儿童袜,夏,下一季试补,12.0,600.36,2.0,12.0,0.16666666666666666,46.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90870Z,粉色,家居服,夏,下一季试补,3.0,595.57,2.0,3.0,0.6666666666666666,10.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX3W30767,款色,儿童袜,夏,下一季试补,18.0,595.24,2.0,18.0,0.1111111111111111,70.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20173X,米黄色,衣类,夏,下一季试补,9.0,592.15,1.0,9.0,0.1111111111111111,35.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90899X,粉色,家居服,夏,下一季试补,6.0,589.57,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30802,款色,儿童袜,夏,下一季试补,11.0,588.88,2.0,11.0,0.18181818181818182,42.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20176X,米白色,衣类,夏,下一季试补,10.0,586.65,0.0,10.0,0.0,40.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TLX1K60274Z,款色,裤类,夏,下一季试补,6.0,580.04,4.0,6.0,0.6666666666666666,20.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30800,款色,儿童袜,夏,下一季试补,11.0,576.0,1.0,11.0,0.09090909090909091,43.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90866D,款色,家居服,夏,下一季试补,3.0,572.85,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30799,款色,儿童袜,夏,下一季试补,12.0,572.38,0.0,12.0,0.0,48.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX3W30773,款色,儿童袜,夏,下一季试补,15.0,572.08,4.0,15.0,0.26666666666666666,56.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B80822X,款色,衣类,夏,下一季试补,6.0,570.75,-1.0,6.0,-0.16666666666666666,25.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX1Y90885X,款色,家居服,夏,下一季试补,3.0,569.04,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y80825X,款色,家居服,春,当季主推,4.0,568.83,0.0,4.0,0.0,16.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1Y90866Z,款色,家居服,夏,下一季试补,3.0,567.95,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90857Z,款色,家居服,春,当季主推,3.0,566.24,0.0,3.0,0.0,12.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1T20180X,卡其色,衣类,夏,下一季试补,9.0,565.97,0.0,9.0,0.0,36.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B80821Z,款色,衣类,夏,下一季试补,6.0,565.96,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30801,款色,儿童袜,夏,下一季试补,11.0,561.83,1.0,11.0,0.09090909090909091,43.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20189Z,深灰色,衣类,夏,下一季试补,6.0,560.45,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B90849X,款色,衣类,夏,下一季试补,6.0,556.16,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1B90842A,紫色,少女文胸,夏,下一季试补,9.0,555.19,3.0,9.0,0.3333333333333333,33.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90900X,款色,家居服,夏,下一季试补,4.0,552.51,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX5W30798,款色,儿童袜,夏,下一季试补,10.0,550.27,2.0,10.0,0.2,38.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20192Z,粉色,衣类,夏,下一季试补,5.0,548.87,-1.0,5.0,-0.2,21.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX1Y90896Z,款色,家居服,夏,下一季试补,4.0,548.0,-1.0,4.0,-0.25,17.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNX3W30765,款色,儿童袜,夏,下一季试补,15.0,547.91,0.0,15.0,0.0,60.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90901D,款色,家居服,夏,下一季试补,3.0,547.76,1.0,3.0,0.3333333333333333,11.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX3W30759,款色,儿童袜,夏,下一季试补,16.0,547.18,0.0,16.0,0.0,64.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1W30731,款色,儿童袜,夏,下一季试补,45.0,545.35,1.0,45.0,0.022222222222222223,179.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B90850Z,款色,衣类,夏,下一季试补,6.0,545.16,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B90852Z,款色,衣类,夏,下一季试补,6.0,544.64,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1W30744,款色,儿童袜,夏,下一季试补,46.0,539.38,10.0,46.0,0.21739130434782608,174.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90863X,米白色,家居服,夏,下一季试补,3.0,539.33,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80849D,米白色,家居服,夏,下一季试补,3.0,536.65,1.0,3.0,0.3333333333333333,11.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90855X,粉色,家居服,春,当季主推,3.0,535.83,0.0,3.0,0.0,12.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1W30738,款色,儿童袜,夏,下一季试补,46.0,534.31,0.0,46.0,0.0,184.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B90851Z,款色,衣类,夏,下一季试补,6.0,530.27,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX3W30770,款色,儿童袜,夏,下一季试补,15.0,529.2,5.0,15.0,0.3333333333333333,55.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX2B90850X,款色,衣类,夏,下一季试补,6.0,528.96,-1.0,6.0,-0.16666666666666666,25.0,先校库存再补货,先校库存,130/M、120/S、110/XS,库存口径异常，先别下单,先校库存，先别谈活动和折扣,库存异常款先不下单，预算留给正常主销款,先查账、查盘点、查调拨，确认后再补
TNC1K60594X,白色,裤类,春,当季主推,10.0,528.45,0.0,10.0,0.0,40.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TOC1Y91112X,蓝色,家居服,春,当季主推,3.0,522.44,2.0,3.0,0.6666666666666666,10.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX1Y80854D,蓝灰色,家居服,夏,下一季试补,3.0,521.83,1.0,3.0,0.3333333333333333,11.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1T20189Z,浅灰色,衣类,夏,下一季试补,6.0,520.69,0.0,6.0,0.0,24.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1Y90857X,款色,家居服,春,当季主推,3.0,517.67,0.0,3.0,0.0,12.0,立即补货,先稳毛利再补,130/M、120/S、110/XS,先保高毛利主销，不靠深折补量,先做组合和套装，不建议继续加深折扣,预算先给主销核心款和核心尺码，不做平均补货,先补核心尺码，再补主销色，最后才补边缘尺码
TNX5W30797,款色,儿童袜,夏,下一季试补,10.0,517.12,2.0,10.0,0.2,38.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80862Z,绿色,家居服,夏,下一季试补,4.0,516.56,0.0,4.0,0.0,16.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90876X,款色,家居服,夏,下一季试补,3.0,516.18,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90904X,款色,家居服,夏,下一季试补,3.0,514.39,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90865X,款色,家居服,夏,下一季试补,3.0,511.46,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y90901Z,款色,家居服,夏,下一季试补,3.0,510.21,3.0,3.0,1.0,9.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80854Z,蓝灰色,家居服,夏,下一季试补,3.0,510.17,2.0,3.0,0.6666666666666666,10.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNX1Y80847X,奶黄色,家居服,夏,下一季试补,3.0,510.11,0.0,3.0,0.0,12.0,小量试补,小量试补,130/M、120/S、110/XS,只补样板尺码，先看真实动销再放量,只做轻活动，不额外加深折扣,预算建议控制在常规补货的 30% 以内，先试单再决定是否扩量,先补核心样板尺码，再补相邻尺码，边缘尺码先不进
TNC1W30751,款色,儿童袜,春,当季主推,50.0,503.75,7.0,50.0,0.14,193.0,立即补货,优先保不断码,130/M、120/S、110/XS,先保核心尺码和主销色,可以做轻活动带连带，不建议先用降价换量,预算优先投给断码风险高的款，再补相邻尺码,先补核心尺码，再补主销色，最后补边缘尺码
